category,index
chioides albofasciatus,8056,
amphispiza bilineata,8057,
noctua comes,8058,
autographa gamma,8059,
olla v-nigrum,8060,
biston betularia,8061,
melanerpes uropygialis,8062,
psyllobora vigintimaculata,8063,
epirrita autumnata,8064,
gallirallus australis,8065,
ourapteryx sambucaria,8066,
carcina quercana,8067,
hypsopygia costalis,8068,
junonia coenia,8069,
passer italiae,8070,
clostera apicalis,8071,
sphinx kalmiae,8072,
hippotragus equinus,8073,
aidemona azteca,8074,
pyrausta aurata,8075,
coccinella californica,8076,
leptysma marginicollis,8077,
phanaeus vindex,8078,
sistrurus miliarius,8079,
calycopis isobeon,8080,
hemiscolopendra marginata,8081,
uroctonus mordax,8082,
laphria macquarti,8083,
dendrobias mandibularis,8084,
mallophora leschenaulti,8085,
brachygastra mellifica,8086,
microstylum morosum,8087,
cicindela ocellata,8088,
timandra comae,8089,
triorla interrupta,8090,
milesia virginiensis,8091,
asterocampa celtis,8092,
endrosis sarcitrella,8093,
plectrodera scalator,8094,
mangora placida,8095,
sympetrum danae,8096,
melaenornis silens,8097,
papilio demodocus,8098,
epitheca cynosura,8099,
vanellus coronatus,8100,
celastrina lucia,8101,
anartia fatima,8102,
coccinella trifasciata,8103,
motacilla capensis,8104,
dictyophorus spumans,8105,
numenius phaeopus,8106,
ensatina eschscholtzii,8107,
lerodea eufala,8108,
falco rupicolus,8109,
anthobaphes violacea,8110,
damaliscus pygargus,8111,
urocitellus columbianus,8112,
malacosoma californica,8113,
amietia fuscigula,8114,
ypsolopha dentella,8115,
lomaspilis marginata,8116,
palpita quadristigmalis,8117,
phoenicopterus ruber,8118,
fregata magnificens,8119,
pekania pennanti,8120,
pristimantis achatinus,8121,
orthetrum caledonicum,8122,
scarus ghobban,8123,
rena dulcis,8124,
euphagus cyanocephalus,8125,
batrachoseps major,8126,
crotalus ruber,8127,
buteo platypterus,8128,
synchlora frondaria,8129,
lestes disjunctus,8130,
aeshna palmata,8131,
palpita magniferalis,8132,
clemensia albata,8133,
spilosoma congrua,8134,
lobocleta ossularia,8135,
erythrodiplax umbrata,8136,
anoplolepis gracilipes,8137,
theretra nessus,8138,
spinus spinus,8139,
erynnis propertius,8140,
chrysomya megacephala,8141,
trachymela sloanei,8142,
basiaeschna janata,8143,
macromia illinoiensis,8144,
enallagma carunculatum,8145,
enallagma divagans,8146,
sympetrum internum,8147,
limacus flavus,8148,
libellula comanche,8149,
cancer productus,8150,
semibalanus cariosus,8151,
megaceryle alcyon,8152,
xylocopa sonorina,8153,
dinocardium robustum,8154,
dorocordulia libera,8155,
enallagma traviatum,8156,
lestes rectangularis,8157,
lestes forcipatus,8158,
sympetrum obtrusum,8159,
chromagrion conditum,8160,
melanis pixe,8161,
jadera haematoloma,8162,
epitheca canis,8163,
eubaphe mendica,8164,
idia americalis,8165,
pogona barbata,8166,
bucephala albeola,8167,
ceratostoma foliatum,8168,
olivella biplicata,8169,
epiactis prolifera,8170,
neophasia menapia,8171,
hyalophora euryalus,8172,
phanogomphus spicatus,8173,
pyrausta signatalis,8174,
nannothemis bella,8175,
leucorrhinia hudsonica,8176,
argia immunda,8177,
arigomphus furcifer,8178,
erythrodiplax minuscula,8179,
trichonephila edulis,8180,
hemidactylus turcicus,8181,
solenopsis invicta,8182,
calopteryx aequabilis,8183,
epitheca spinigera,8184,
cordulegaster maculata,8185,
acanthis cabaret,8186,
scantius aegyptius,8187,
ariolimax buttoni,8188,
phigalia titea,8189,
lygaeus kalmii,8190,
mopalia lignosa,8191,
oxycarenus lavaterae,8192,
enallagma doubledayi,8193,
enallagma durum,8194,
dromogomphus spinosus,8195,
armadillidium vulgare,8196,
dendrocopos leucotos,8197,
alouatta palliata,8198,
camponotus sericeiventris,8199,
sciurus granatensis,8200,
platalea minor,8201,
menemerus bivittatus,8202,
aethopyga siparaja,8203,
pycnonotus aurigaster,8204,
lithobates sylvaticus,8205,
ensis leei,8206,
morelia spilota,8207,
euphagus carolinus,8208,
oreoscoptes montanus,8209,
herichthys cyanoguttatus,8210,
charadrius mongolus,8211,
ramphocelus passerinii,8212,
great curassow,8213,
erynnis funeralis,8214,
atlides halesus,8215,
nasua nasua,8216,
chlosyne lacinia,8217,
psittacara leucophthalmus,8218,
aratinga nenday,8219,
deroceras reticulatum,8220,
batrachoseps nigriventris,8221,
plutella xylostella,8222,
veromessor pergandei,8223,
eupeodes volucris,8224,
anolis cristatellus,8225,
argia alberta,8226,
charadra dispulsa,8227,
calcarius lapponicus,8228,
dolba hyloeus,8229,
boloria epithore,8230,
dryocopus martius,8231,
polistes instabilis,8232,
sceloporus variabilis,8233,
aspidoscelis sexlineatus,8234,
delias pasithoe,8235,
maruca vitrata,8236,
chrysodeixis eriosoma,8237,
leptoglossus clypealis,8238,
dysstroma citrata,8239,
papaipema inquaesita,8240,
nepytia canosaria,8241,
ichthyaetus ichthyaetus,8242,
charadrius leschenaultii,8243,
gallinula galeata,8244,
doris montereyensis,8245,
trithemis kirbyi,8246,
peridea basitriens,8247,
celastrina echo,8248,
sceloporus magister,8249,
passerculus sandwichensis,8250,
leptuca crenulata,8251,
satyrium saepium,8252,
boisea trivittata,8253,
icterus parisorum,8254,
zonotrichia capensis,8255,
platycryptus undatus,8256,
toxostoma redivivum,8257,
dermestes lardarius,8258,
pseudacris regilla,8259,
polites sabuleti,8260,
calephelis virginiensis,8261,
achlyodes pallida,8262,
tigrisoma mexicanum,8263,
eurema hecabe,8264,
spodoptera litura,8265,
endotricha mesenterialis,8266,
anthopleura artemisia,8267,
anas fulvigula,8268,
chilocorus stigma,8269,
ameiurus natalis,8270,
thomisus onustus,8271,
scathophaga stercoraria,8272,
metacarcinus magister,8273,
nehalennia irene,8274,
oxyopes scalaris,8275,
smilisca baudinii,8276,
faxonius virilis,8277,
lestes congener,8278,
otala lactea,8279,
cryptolaemus montrouzieri,8280,
molothrus aeneus,8281,
haemorhous mexicanus,8282,
coenagrion resolutum,8283,
enallagma vesperum,8284,
cycloneda polita,8285,
vespula germanica,8286,
exochomus quadripustulatus,8287,
kinosternon baurii,8288,
hyla femoralis,8289,
osteopilus septentrionalis,8290,
chlorochlamys chloroleucaria,8291,
papio anubis,8292,
corvus mellori,8293,
phalacrocorax sulcirostris,8294,
xanthagrion erythroneurum,8295,
spatula discors,8296,
junonia villida,8297,
aquila nipalensis,8298,
helicoverpa armigera,8299,
nyctemera baulus,8300,
vireo huttoni,8301,
belenois java,8302,
euploea tulliolus,8303,
morus bassanus,8304,
anicla infecta,8305,
chlosyne acastus,8306,
isotenes miserana,8307,
morone saxatilis,8308,
phigalia strigataria,8309,
mischocyttarus flavitarsis,8310,
ardeola bacchus,8311,
callosciurus erythraeus,8312,
elgaria multicarinata,8313,
cantareus apertus,8314,
orthosia hibisci,8315,
steatoda nobilis,8316,
euchloe ausonides,8317,
chloroceryle amazona,8318,
theristicus caudatus,8319,
amazona finschi,8320,
anthus hodgsoni,8321,
libytheana carinenta,8322,
anaxyrus quercicus,8323,
cyanopica cyanus,8324,
chloris sinica,8325,
phoenicurus auroreus,8326,
polygonia c-aureum,8327,
polygonia c-album,8328,
stellagama stellio,8329,
histrionicus histrionicus,8330,
trigonodes hyppasia,8331,
diadophis punctatus,8332,
coccinella septempunctata,8333,
thaumetopoea pityocampa,8334,
chortophaga viridifasciata,8335,
katharina tunicata,8336,
eutropis longicaudata,8337,
diaphania indica,8338,
schistocerca nitens,8339,
minuca pugnax,8340,
perina nuda,8341,
acanthocephala alata,8342,
hyla cinerea,8343,
megathura crenulata,8344,
phanogomphus militaris,8345,
orthosia cerasi,8346,
scolopax minor,8347,
callophrys eryphon,8348,
spizella breweri,8349,
orthosia incerta,8350,
megaceryle maxima,8351,
anacridium aegyptium,8352,
buteo swainsoni,8353,
scolopendra heros,8354,
anthracoceros albirostris,8355,
bucorvus leadbeateri,8356,
lophoceros alboterminatus,8357,
lophoceros nasutus,8358,
eudynamys scolopaceus,8359,
speyeria mormonia,8360,
setophaga pinus,8361,
lissachatina fulica,8362,
orthosia gothica,8363,
cercopithecus mitis,8364,
polioptila caerulea,8365,
anadenobolus monilicornis,8366,
apalone ferox,8367,
trachypithecus obscurus,8368,
hyla gratiosa,8369,
ochlodes agricola,8370,
agrius cingulata,8371,
chaetura pelagica,8372,
panchlora nivea,8373,
polistes exclamans,8374,
stelgidopteryx serripennis,8375,
dermacentor occidentalis,8376,
parantica aglea,8377,
aspidoscelis gularis,8378,
ambystoma laterale,8379,
closterotomus norwegicus,8380,
graphium doson,8381,
bombus melanopygus,8382,
empidonax hammondii,8383,
symbrenthia lilaea,8384,
calyptorhynchus banksii,8385,
hyalophora columbia,8386,
vanessa annabella,8387,
euploea mulciber,8388,
lexias pardalis,8389,
orgyia detrita,8390,
lethe confusa,8391,
zemeros flegyas,8392,
nerodia floridana,8393,
lithobates grylio,8394,
danaus genutia,8395,
parthenos sylvia,8396,
hyla chrysoscelis,8397,
dione juno,8398,
anaxyrus fowleri,8399,
achatia distincta,8400,
phyllodesma americana,8401,
procambarus clarkii,8402,
prenolepis imparis,8403,
porzana carolina,8404,
bombycilla cedrorum,8405,
satyrium californica,8406,
rhyothemis phyllis,8407,
lathrecista asiatica,8408,
ischnura heterosticta,8409,
diplacodes bipunctata,8410,
phylloscopus collybita,8411,
anaea aidea,8412,
vireo philadelphicus,8413,
emmelina monodactyla,8414,
aneides aeneus,8415,
ara ararauna,8416,
hypothymis azurea,8417,
ellychnia corrusca,8418,
obeidia tigrata,8419,
eurema blanda,8420,
cirrhitichthys aprinus,8421,
lonchura atricapilla,8422,
haliaeetus leucogaster,8423,
irediparra gallinacea,8424,
tapinoma sessile,8425,
trichiotinus texanus,8426,
otiorhynchus sulcatus,8427,
scaphiopus couchii,8428,
haliastur sphenurus,8429,
aplonis panayensis,8430,
chloroceryle americana,8431,
spinus psaltria,8432,
pecari tajacu,8433,
erinnyis ello,8434,
ortalis poliocephala,8435,
sphenarches anisodactylus,8436,
pterophorus pentadactyla,8437,
cicindela campestris,8438,
tegosa claudina,8439,
phoberia atomaris,8440,
chlidonias hybrida,8441,
dendrelaphis punctulatus,8442,
anaea andria,8443,
glyphodes onychinalis,8444,
murgantia histrionica,8445,
paragus haemorrhous,8446,
zopherus nodulosus,8447,
frontinella pyramitela,8448,
battus philenor,8449,
pieris oleracea,8450,
argia plana,8451,
erynnis baptisiae,8452,
salvator merianae,8453,
apiomerus californicus,8454,
toxomerus geminatus,8455,
plagodis phlogosaria,8456,
cladara atroliturata,8457,
anticlea vasiliata,8458,
sylvicapra grimmia,8459,
camnula pellucida,8460,
callosamia angulifera,8461,
scalopus aquaticus,8462,
pisaura mirabilis,8463,
columba guinea,8464,
anthropoides paradiseus,8465,
prinia maculosa,8466,
buteo rufofuscus,8467,
orgyia postica,8468,
promerops cafer,8469,
nectarinia famosa,8470,
oenanthe familiaris,8471,
telophorus zeylonus,8472,
dendrocygna autumnalis,8473,
xylocopa micans,8474,
syngrapha rectangula,8475,
cochlicella barbara,8476,
aramides albiventris,8477,
alouatta pigra,8478,
terathopius ecaudatus,8479,
bubo africanus,8480,
setophaga tigrina,8481,
tessellana tessellata,8482,
kleidocerys resedae,8483,
tetraopes femoratus,8484,
cysteodemus armatus,8485,
pantomorus cervinus,8486,
cycloneda sanguinea,8487,
smerinthus ophthalmica,8488,
chlosyne palla,8489,
euchromius ocellea,8490,
plagodis pulveraria,8491,
syndemis afflictana,8492,
zale minerea,8493,
endothenia hebesana,8494,
paectes oculatrix,8495,
allotria elonympha,8496,
mellilla xanthometata,8497,
cyclophora packardi,8498,
idaea degeneraria,8499,
nemoria lixaria,8500,
athetis tarda,8501,
epimecis hortaria,8502,
furcula borealis,8503,
acronicta insularis,8504,
hethemia pistasciaria,8505,
polistes aurifer,8506,
chionodes mediofuscella,8507,
cladara limitaria,8508,
merops apiaster,8509,
anas erythrorhyncha,8510,
quelea quelea,8511,
thyatira batis,8512,
cnaphalocrocis medinalis,8513,
lagonosticta senegala,8514,
corythaixoides concolor,8515,
coracias caudatus,8516,
eutrapela clemataria,8517,
charadrius dubius,8518,
gonepteryx cleopatra,8519,
boloria euphrosyne,8520,
euphydryas aurinia,8521,
pternistis capensis,8522,
muscicapa adusta,8523,
andropadus importunus,8524,
pyrops candelaria,8525,
smerinthus cerisyi,8526,
crotalus horridus,8527,
euphoria inda,8528,
bradybaena similaris,8529,
turdus olivaceus,8530,
sylvia melanocephala,8531,
thasus gigas,8532,
molothrus ater,8533,
paltothemis lineatipes,8534,
acronicta rubricoma,8535,
phylidonyris niger,8536,
brunia antica,8537,
trimerotropis pallidipennis,8538,
icaricia acmon,8539,
cynanthus latirostris,8540,
macronyx croceus,8541,
discus rotundatus,8542,
porcellio spinicornis,8543,
halictus rubicundus,8544,
mallodon dasystomus,8545,
falco vespertinus,8546,
lanius collurio,8547,
acraea serena,8548,
hirundo albigularis,8549,
bombus vosnesenskii,8550,
camponotus modoc,8551,
libellula fulva,8552,
lasiommata megera,8553,
magallana gigas,8554,
leptoptilos crumenifer,8555,
passer diffusus,8556,
haliaeetus vocifer,8557,
cornu aspersum,8558,
vanellus armatus,8559,
necrosyrtes monachus,8560,
charadrius tricollaris,8561,
chrysodeixis includens,8562,
charadra deridens,8563,
augochlora pura,8564,
acytolepis puspa,8565,
lomographa glomeraria,8566,
philoscia muscorum,8567,
zygogramma signatipennis,8568,
buteogallus urubitinga,8569,
chloropicus fuscescens,8570,
armases cinereum,8571,
ploceus ocularis,8572,
diglossa baritula,8573,
icterus abeillei,8574,
coenonympha pamphilus,8575,
dryoscopus cubla,8576,
psamatodes abydata,8577,
anthocharis sara,8578,
euphilotes bernardino,8579,
hemigrapsus sanguineus,8580,
phoeniculus purpureus,8581,
sachem,8582,
quiscalus lugubris,8583,
callophrys augustinus,8584,
phalera bucephala,8585,
charadrius marginatus,8586,
thysanoplusia orichalcea,8587,
pontia daplidice,8588,
lophophanes cristatus,8589,
idaea seriata,8590,
diplolepis polita,8591,
passer melanurus,8592,
ardea melanocephala,8593,
anthus cinnamomeus,8594,
passerina ciris,8595,
darapsa myron,8596,
merodon equestris,8597,
thyridopteryx ephemeraeformis,8598,
salticus scenicus,8599,
coccyzus americanus,8600,
amphion floridensis,8601,
typocerus zebra,8602,
butorides virescens,8603,
xanthorhoe lacustrata,8604,
pituophis catenifer,8605,
charadrius alexandrinus,8606,
mocis frugalis,8607,
ladona julia,8608,
mangora acalypha,8609,
cabera erythemaria,8610,
sciurus yucatanensis,8611,
graptemys ouachitensis,8612,
acronicta rumicis,8613,
atalantycha bilineata,8614,
dendrocygna bicolor,8615,
callospermophilus lateralis,8616,
fulica cristata,8617,
phalacrocorax capensis,8618,
elaphria versicolor,8619,
charadrius pecuarius,8620,
accipiter badius,8621,
lobophora nivigerata,8622,
centropus superciliosus,8623,
brotogeris chiriri,8624,
ancistrocerus gazella,8625,
ceratomia amyntor,8626,
hemieuxoa rudens,8627,
doxocopa laure,8628,
morrisonia confusa,8629,
zapornia flavirostra,8630,
haematopus moquini,8631,
gyps africanus,8632,
plestiodon gilberti,8633,
calidris minuta,8634,
lanius minor,8635,
plocepasser mahali,8636,
armadillidium nasatum,8637,
mesoleuca ruficillata,8638,
dryocampa rubicunda,8639,
icterus cucullatus,8640,
camponotus pennsylvanicus,8641,
zerynthia rumina,8642,
catopsilia florella,8643,
clepsis melaleucana,8644,
epilachna mexicana,8645,
acronicta superans,8646,
hyppa xylinoides,8647,
ecliptopera silaceata,8648,
anartia jatrophae,8649,
chersina angulata,8650,
trachylepis margaritifera,8651,
trachylepis striata,8652,
ophisaurus ventralis,8653,
dolichovespula arenaria,8654,
satyrium sylvinus,8655,
podargus strigoides,8656,
pachycephala rufiventris,8657,
ardea pacifica,8658,
arion subfuscus,8659,
anolis biporcatus,8660,
basiliscus plumifrons,8661,
urticina grebelnyi,8662,
clostera albosigma,8663,
neverita lewisii,8664,
campaea perlata,8665,
hyposidra talaca,8666,
carabus nemoralis,8667,
papilio helenus,8668,
phocides polybius,8669,
perispasta caeculalis,8670,
renia flavipunctalis,8671,
cheilomenes sexmaculata,8672,
scolopendra cingulata,8673,
tabanus atratus,8674,
euphyia intermediata,8675,
cactophagus spinolae,8676,
korscheltellus lupulina,8677,
hippotion celerio,8678,
catopsilia pomona,8679,
papilio demoleus,8680,
sassacus vitis,8681,
sceloporus clarkii,8682,
columba oenas,8683,
alaus lusciosus,8684,
hypomecis punctinalis,8685,
agrotis segetum,8686,
craniophora ligustri,8687,
elasmostethus interstinctus,8688,
chauliognathus marginatus,8689,
vireo olivaceus,8690,
blastobasis glandulella,8691,
ochropleura implecta,8692,
trabala vishnou,8693,
darapsa choerilus,8694,
plagodis serinaria,8695,
lophocampa caryae,8696,
euparthenos nubilis,8697,
chytonix palliatricula,8698,
milionia zonea,8699,
agrilus planipennis,8700,
condica vecors,8701,
coryphista meadii,8702,
leuconycta diphteroides,8703,
lon zabulon,8704,
hypsipetes amaurotis,8705,
orthetrum albistylum,8706,
chytolita morbidalis,8707,
cicindela trifasciata,8708,
mydas clavatus,8709,
baileya doubledayi,8710,
apamea sordens,8711,
stenomacra marginella,8712,
lycaena arota,8713,
pogonomyrmex californicus,8714,
elanus axillaris,8715,
heliopetes ericetorum,8716,
colluricincla harmonica,8717,
pardalotus striatus,8718,
orthetrum chrysis,8719,
epiblema scudderiana,8720,
scarites subterraneus,8721,
emerita talpoida,8722,
ponometia erastrioides,8723,
apiomerus spissipes,8724,
platynota idaeusalis,8725,
protodeltote albidula,8726,
rhodobaenus quinquepunctatus,8727,
cyprinus rubrofuscus,8728,
thraupis abbas,8729,
euphonia elegantissima,8730,
storeria occipitomaculata,8731,
celithemis elisa,8732,
centruroides sculpturatus,8733,
amblyomma americanum,8734,
stiretrus anchorago,8735,
phosphuga atrata,8736,
erynnis horatius,8737,
rhionaeschna californica,8738,
pogonomyrmex rugosus,8739,
peribatodes rhomboidaria,8740,
pyralis farinalis,8741,
hoplodrina ambigua,8742,
eristalis arbustorum,8743,
psyche casta,8744,
phlogophora iris,8745,
nemoria mimosaria,8746,
sphex pensylvanicus,8747,
central american agouti,8748,
lema daturaphila,8749,
scopus umbretta,8750,
polyboroides typus,8751,
philaeus chrysops,8752,
rhinichthys atratulus,8753,
lyssomanes viridis,8754,
cerma cerintha,8755,
iridopsis larvaria,8756,
pituophis deppei,8757,
sparganothis sulfureana,8758,
megaphasma denticrus,8759,
araneus bicentenarius,8760,
pasiphila rectangulata,8761,
leptopterna dolabrata,8762,
anolis limifrons,8763,
ramphocelus carbo,8764,
morrisonia latex,8765,
grallina cyanoleuca,8766,
pardalotus punctatus,8767,
eucopina tocullionana,8768,
busycon carica,8769,
euphoria sepulcralis,8770,
melanitis leda,8771,
amazilia tzacatl,8772,
euphonia hirundinacea,8773,
lonchura punctulata,8774,
callopistria cordata,8775,
aglossa pinguinalis,8776,
prasinocyma semicrocea,8777,
urbanus procne,8778,
sicalis luteola,8779,
strangalepta abbreviata,8780,
costaconvexa centrostrigaria,8781,
